Type of AN,Date,Name of Corporate Debtor (Table),Date of Auction (Table),Name of Insolvency Professional (Table),Auction Notice URL,Reserve Price (Table),Nature of Assets (Table),Last Date of EMD (Table),Details URL
Issue of Auction Notice,13-03-2025,HYDRIC FARM INPUTS LIMITED,08-04-2025,SUMAN KUMAR VERMA,https://ibbi.gov.in/uploads/auction_notice_liquidation/2025-03-13-223834-u8ste-737215999775b310830f37e4190edb60.pdf,"1,66,50,00,000",COMMERCIALS BUILDING,31-03-2025,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1741885714_7606.pdf
Issue of Auction Notice,12-03-2025,WINDALS AUTO PRIVATE LIMITED,14-04-2025,CA Rajan Garg,https://ibbi.gov.in/uploads/auction_notice_liquidation/983f401c04278cdc0ad0d627b4424df2.pdf,"24,25,00,000","Sale of Corporate De...Sale of Corporate Debtor, Windals Auto Private Limited, as a going concern except assets (including but not necessarily Plant & Machinery/Inventory/Scrap etc) lying at Chimbali location in terms of clause (e) of regulation 32 of the Insolvency and Bankruptcy Board of India (Liquidation Process) Regulations, 2016",11-04-2025,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1741764646_7597.pdf
Issue of Auction Notice,12-03-2025,TEXORANGE CORPORATION LIMITED,14-04-2025,Mr. Ritesh Prakash Adatiya,https://ibbi.gov.in/uploads/auction_notice_liquidation/c9c83ec67c6e7373255a04e1dfe91ece.pdf,"76,00,000",Land & Building,10-04-2025,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1741777988_7598.pdf
Issue of Auction Notice,11-03-2025,RAIHAN HEALTHCARE PRIVATE LIMITED,08-04-2025,Mr. Mahalingam Suresh Kumar,https://ibbi.gov.in/uploads/auction_notice_liquidation/2025-03-11-114757-1o6mp-789a6fac438443f7fb90ec01047e3531.pdf,"3,75,00,000",Doctors Quarter: Lan...Doctors Quarter: Land measuring to 1.529 acres (as per deed),07-04-2025,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1741673877_7585.pdf
Issue of Auction Notice,11-03-2025,Shri Lakshmi Cotsyn Limited,04-04-2025,Mr. Rohit Sehgal,https://ibbi.gov.in/uploads/auction_notice_liquidation/40de2149d05d0cded2b7714c20e65ad5.pdf,"6,93,00,000","Block A: Sale of the...Block A: Sale of the Equity investments in subsidiary companies:
a) Shri Lakshmi Defence Solutions Ltd.
b) Shri Lakshmi Nano Technologies Ltd.
c) Shri Lakshmi Power Ltd.
d) Shri Varahi Enterprises Ltd.
e) Sarveshwari International Ltd.
f) SLCL Overseas FZC (at UAE)
g) Synergy Global Home Inc. (at USA)",01-04-2025,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1741676556_7586.pdf
Issue of Auction Notice,11-03-2025,Gajanan Gangamai Industries LLP,07-04-2025,Mr.Kamal Kishor Gurnani,https://ibbi.gov.in/uploads/auction_notice_liquidation/20381f575a5e79e298144c47df3b9d49.pdf,"4,27,50,000",Land & Building,03-04-2025,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1741676824_7587.pdf
Issue of Auction Notice,11-03-2025,M/s. Shree Daksh Jyot Silk Mills  Pvt Ltd,26-03-2025,Mr. Vijay Pitambar Lulla,https://ibbi.gov.in/uploads/auction_notice_liquidation/c5ab59a1878f0c228ea3d6907cb51dee.pdf,"11,75,31,000","Factory Land & Buil...Factory Land & Building, Plant & Machinery & Inventory",24-03-2025,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1741678960_7588.pdf
Issue of Auction Notice,11-03-2025,Virgo Home Deziner Private Limited,26-03-2025,Mr. Vijay Pitambar Lulla,https://ibbi.gov.in/uploads/auction_notice_liquidation/628035f1969f470c91ca23afbcca9fa4.pdf,"9,57,600",INVENTORY,24-03-2025,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1741679428_7589.pdf
Issue of Auction Notice,11-03-2025,KARUTURI CERMICS PRIVATE LIMITED,12-04-2025,Mr. Naga Bhushan Bhagawati,https://ibbi.gov.in/uploads/auction_notice_liquidation/f8f6166fe69c480868782540a60c8aa3.pdf,"24,89,12,500","Company as a 'Going ...Company as a 'Going Concern' and assets include Land & Buildings, Plant & Machinery and Financial Assets",09-04-2025,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1741691658_7596.pdf
Issue of Auction Notice,10-03-2025,MONOTONA TYRES LIMITED,20-03-2025,Mr. Sanjay Mehra,https://ibbi.gov.in/uploads/auction_notice_liquidation/2025-03-10-113131-iotnb-1a3bc964c645023b3282cb7545788126.pdf,"14,25,00,000",All assets including...All assets including Land and Building,18-03-2025,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1741586494_7577.pdf
Issue of Auction Notice,10-03-2025,Sapphire Space Infracon Private Limited,03-04-2025,Mr.Harish Kant Kaushik,https://ibbi.gov.in/uploads/auction_notice_liquidation/568df80c8235dbcb966c4464b44d1ae6.pdf,"46,56,80,500",Land and Buildings,01-04-2025,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1741587267_7578.pdf
Issue of Auction Notice,10-03-2025,FASHION INFLUENCE CLOTHING INDIA PRIVATE LIMITED,25-03-2025,Mr. Duraisamy V,https://ibbi.gov.in/uploads/auction_notice_liquidation/5a064ed42d82e991f8031f87bab92894.pdf,"13,46,167","Lot I - Cloth items ...Lot I - Cloth items of Men, Women and KIds
Lot II- Furniture and Fixtures related to Cloth Showroom
Lot III- BMW Car -Not in Running condition",22-03-2025,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1741587394_7579.pdf
Issue of Auction Notice,10-03-2025,Conglome Technoconstructions Private Limited,03-04-2025,Mr.Harish Kant Kaushik,https://ibbi.gov.in/uploads/auction_notice_liquidation/af9d789d7c94568c80262a23f1ec4a51.pdf,"46,56,80,500",Land and Buildings,01-04-2025,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1741587521_7580.pdf
Issue of Auction Notice,10-03-2025,EURO CERAMICS LIMITED,31-03-2025,Mr. Premraj Ramratan Laddha,https://ibbi.gov.in/uploads/auction_notice_liquidation/710e905e2363505f50a9d422c7c93641.pdf,"38,50,00,000",Sale of corporate de...Sale of corporate debtor as going concern including all assets (excluding avoidance transactions and bank account).,28-03-2025,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1741600550_7581.pdf
Issue of Auction Notice,10-03-2025,EURO CERAMICS LIMITED,31-03-2025,Mr. Premraj Ramratan Laddha,https://ibbi.gov.in/uploads/auction_notice_liquidation/2025-03-10-152754-jhuet-710e905e2363505f50a9d422c7c93641.pdf,"1,44,00,000",Stock and Store Mate...Stock and Store Material,28-03-2025,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1741600674_7582.pdf
Issue of Auction Notice,10-03-2025,EURO CERAMICS LIMITED,31-03-2025,Mr. Premraj Ramratan Laddha,https://ibbi.gov.in/uploads/auction_notice_liquidation/2025-03-10-153338-jbxf4-710e905e2363505f50a9d422c7c93641.pdf,"34,20,00,000","Sale of immovable pr...Sale of immovable property of land admeasuring approx. 5,82,749 Sq. mtr",28-03-2025,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1741601018_7583.pdf
Corrigendum,10-03-2025,PPS Enviro Power Pvt Ltd,18-03-2025,Kallat Vatsa Kumar,https://ibbi.gov.in/uploads/auction_notice_liquidation/128853ccf9d96b7ea99918bb877913f4.pdf,"54,00,00,000","No Changes . Corrige...No Changes . Corrigendum is issued for Extension of Date of submission of EMD to 15.03.2025, Date of E Auction to 18.03.2025 and related other dates",15-03-2025,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1741603101_7584.pdf
Issue of Auction Notice,07-03-2025,Gujarat NRE Coke Limited,04-04-2025,Mr. Sumit Binani,https://ibbi.gov.in/uploads/auction_notice_liquidation/048eab56f6472665fad91248448eb042.pdf,"1,21,00,00,000","Land, Building, Plan...Land, Building, Plant & Machinery, Equipments, Furniture & Fixtures and other Assets of Gujarat NRE Coke Limited and Bharat NRE Coke Limited  located at Belur Industrial Area, Vill: Mummigatti, Hubli, Garag, Dharwad, Karnataka  (For details please refer process memorandum on the website www.gujaratnrecoke.com and www.baanknet.com)",01-04-2025,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1741323506_7569.pdf
Issue of Auction Notice,07-03-2025,FUTURE RETAIL LIMITED,24-03-2025,Mr. Sanjay Gupta,https://ibbi.gov.in/uploads/auction_notice_liquidation/93eb8faa2ff04df99413940f87d83f53.pdf,"4,49,13,684",Scrap & Inventory,21-03-2025,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1741328680_7570.pdf
Issue of Auction Notice,07-03-2025,FUTURE RETAIL LIMITED,24-03-2025,Mr. Sanjay Gupta,https://ibbi.gov.in/uploads/auction_notice_liquidation/2025-03-07-115709-df6go-93eb8faa2ff04df99413940f87d83f53.pdf,"1,93,13,674",Scap & Inventory,21-03-2025,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1741328829_7571.pdf
Issue of Auction Notice,07-03-2025,FUTURE RETAIL LIMITED,24-03-2025,Mr. Sanjay Gupta,https://ibbi.gov.in/uploads/auction_notice_liquidation/2025-03-07-120118-m2ibr-93eb8faa2ff04df99413940f87d83f53.pdf,"28,80,000",Scrap & Inventory,21-03-2025,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1741329078_7573.pdf
Corrigendum,07-03-2025,H & V ENGINEERING AND CONSTRUCTION PRIVATE LIMITED,24-03-2025,Mr. Anish Gupta,https://ibbi.gov.in/uploads/auction_notice_liquidation/901e6eb63fd7333f4cbae02b72c5c46b.pdf,"1,50,00,000",Company as a Going C...Company as a Going Concern,22-03-2025,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1741335621_7574.pdf
Issue of Auction Notice,07-03-2025,KARUTURI GLOBAL LIMITED,24-03-2025,Mr. Pathukasahasram Raghunathan Raman,https://ibbi.gov.in/uploads/auction_notice_liquidation/d295bb185c2651ac7879d7c6383724f8.pdf,"5,14,00,000","Land measuring 16.80...Land measuring 16.80 Acres with greenhouse shed  & Plantation along with  Plant & Machineries on plot bearing s. No. 90/1, 94, 95/1, 95/1, 95/2, 95/2, 96, 103, 103, situated in Naranahalli village, & s. No. 28/12, situated in Ramapura village, Doddabelavangala Hobli,                                      Doddaballapura Taluk, Bangalore Rural District, Karnataka – 410 202",20-03-2025,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1741345982_7575.pdf
Issue of Auction Notice,06-03-2025,LARK LOGISTICS PRIVATE LIMITED,26-03-2025,Mr. Vikas Garg,https://ibbi.gov.in/uploads/auction_notice_liquidation/2025-03-06-120253-sycra-7714e04f82d61eaff436c639a5ea5f1f.pdf,"4,77,05,394",Office of the CD an...Office of the CD and Residential Floor,24-03-2025,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1741242773_7546.pdf
Issue of Auction Notice,06-03-2025,Moser Baer Solar Limited,02-04-2025,Mr. Arvind Garg,https://ibbi.gov.in/uploads/auction_notice_liquidation/b119712498b0143ad0ade319e49c5ee2.pdf,"26,97,00,000",Immovable assets,31-03-2025,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1741243095_7547.pdf
Issue of Auction Notice,06-03-2025,BHARAT NRE COKE LTD,04-04-2025,Ms. Varsha Bagri,https://ibbi.gov.in/uploads/auction_notice_liquidation/31ed442ba40067551eb5d1a027342104.pdf,"1,21,00,00,000","Land & Building, Pla...Land & Building, Plant & Machinery, Equipments, Furniture & Fixtures and other assets of the corporate debtor",01-04-2025,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1741264318_7548.pdf
Issue of Auction Notice,06-03-2025,Three Leaf Foods Private Limited,04-04-2025,Siddhant Agrawal,https://ibbi.gov.in/uploads/auction_notice_liquidation/19ab7830f324932d8aa4cff66aa87c3a.pdf,"1,80,00,000",Land & Building,01-04-2025,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1741264659_7549.pdf
Issue of Auction Notice,06-03-2025,DNB IMPEX PRIVATE LIMITED,07-04-2025,Ms. Sunil Kumar Kedia,https://ibbi.gov.in/uploads/auction_notice_liquidation/a60e14e258d30cf3b5e0e0f84ac2f243.pdf,"1,45,80,000",LAND & BUILDING,03-04-2025,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1741269332_7551.pdf
Issue of Auction Notice,06-03-2025,DNB IMPEX PRIVATE LIMITED,07-04-2025,Ms. Sunil Kumar Kedia,https://ibbi.gov.in/uploads/auction_notice_liquidation/2025-03-06-192645-bs0qw-a60e14e258d30cf3b5e0e0f84ac2f243.pdf,"14,50,000",RESIDENTIAL FLAT,03-04-2025,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1741269405_7552.pdf
Issue of Auction Notice,06-03-2025,DNB IMPEX PRIVATE LIMITED,07-04-2025,Ms. Sunil Kumar Kedia,https://ibbi.gov.in/uploads/auction_notice_liquidation/2025-03-06-192742-pj7kx-a60e14e258d30cf3b5e0e0f84ac2f243.pdf,"14,50,000",RESIDENTIAL FLAT,03-04-2025,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1741269462_7553.pdf
Issue of Auction Notice,06-03-2025,DNB IMPEX PRIVATE LIMITED,07-04-2025,,https://ibbi.gov.in/uploads/auction_notice_liquidation/,"14,50,000",,03-04-2025,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1741269558_7554.pdf
Issue of Auction Notice,06-03-2025,DNB IMPEX PRIVATE LIMITED,07-04-2025,,https://ibbi.gov.in/uploads/auction_notice_liquidation/,"14,50,000",,03-04-2025,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1741269559_7555.pdf
Issue of Auction Notice,06-03-2025,DNB IMPEX PRIVATE LIMITED,07-04-2025,,https://ibbi.gov.in/uploads/auction_notice_liquidation/,"14,50,000",,03-04-2025,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1741269560_7556.pdf
Issue of Auction Notice,06-03-2025,DNB IMPEX PRIVATE LIMITED,07-04-2025,Ms. Sunil Kumar Kedia,https://ibbi.gov.in/uploads/auction_notice_liquidation/2025-03-06-193021-v619b-a60e14e258d30cf3b5e0e0f84ac2f243.pdf,"14,50,000",RESIDENTIAL FLAT,03-04-2025,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1741269621_7564.pdf
Issue of Auction Notice,06-03-2025,DNB IMPEX PRIVATE LIMITED,07-04-2025,Ms. Sunil Kumar Kedia,https://ibbi.gov.in/uploads/auction_notice_liquidation/2025-03-06-193124-twmkq-a60e14e258d30cf3b5e0e0f84ac2f243.pdf,"14,50,000",RESIDENTIAL FLAT,03-04-2025,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1741269684_7566.pdf
Issue of Auction Notice,06-03-2025,DNB IMPEX PRIVATE LIMITED,07-04-2025,Ms. Sunil Kumar Kedia,https://ibbi.gov.in/uploads/auction_notice_liquidation/2025-03-06-193234-9okxh-a60e14e258d30cf3b5e0e0f84ac2f243.pdf,"5,10,300",PLANT & MACHINERY,03-04-2025,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1741269754_7567.pdf
Issue of Auction Notice,06-03-2025,MAPLE LOGISTICS PRIVATE LIMITED,07-04-2025,Parveen Kumar adlakha,https://ibbi.gov.in/uploads/auction_notice_liquidation/f6d44a6f5af845eaee23c2414e1360b9.pdf,"93,10,180","trucks,motorcycle,hu...trucks,motorcycle,hudra machine and book debts",05-04-2025,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1741282594_7568.pdf
Issue of Auction Notice,05-03-2025,BASE CORPORATION LIMITED,05-04-2025,Mr. Konduru Prasanth Raju,https://ibbi.gov.in/uploads/auction_notice_liquidation/3901bc77fe21c9d16330d2a31c579bf1.pdf,"78,47,47,884.00","Unit-Solan as a Goin...Unit-Solan as a Going Concern, Land and Building,  Plant and Machinery,  Non-Core Assets",28-03-2025,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1741150493_7536.pdf
Issue of Auction Notice,05-03-2025,Essar Power (Jharkhand) Limited,07-04-2025,Mr. Huzefa Fakhri Sitabkhan,https://ibbi.gov.in/uploads/auction_notice_liquidation/71c67a5bf1048628bb415f78828c6feb.pdf,"15,75,00,000","Plant and Machinery ...Plant and Machinery and other movable assets of the under-construction thermal power plant (2 x 600 MW), located at Syama Prasad Mookerjee Port, Kolkata (Erstwhile Kolkata Port Trust (KoPT))",04-04-2025,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1741156677_7537.pdf
Issue of Auction Notice,05-03-2025,EUROTAS INFRASTRUCTURE LIMITED,07-04-2025,Mr. Huzefa Fakhri Sitabkhan,https://ibbi.gov.in/uploads/auction_notice_liquidation/741d070a3776df6a8b4c896167475895.pdf,"91,25,00,000",Entire Corporate Deb...Entire Corporate Debtor as a Going Concern Under Regulation 32(e) read with Regulation 32A of the Liquidation Regulations.,04-04-2025,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1741165063_7538.pdf
Issue of Auction Notice,05-03-2025,EUROTAS INFRASTRUCTURE LIMITED,07-04-2025,Mr. Huzefa Fakhri Sitabkhan,https://ibbi.gov.in/uploads/auction_notice_liquidation/2025-03-05-142952-luzkg-741d070a3776df6a8b4c896167475895.pdf,"56,95,00,000","All Movable Assets o...All Movable Assets of the Corporate Debtor located at the Plant Site at
Musalgaon, Sinnar, Dist. Nashik, Maharashtra and at the Registered
Office at New Delhi",04-04-2025,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1741165192_7539.pdf
Issue of Auction Notice,05-03-2025,RNP MARKETING AND CARGO PRIVATE LIMITED,04-04-2025,Mr. Jitender Kothari,https://ibbi.gov.in/uploads/auction_notice_liquidation/0ff369c9679887431278cb5423c95b89.pdf,"1,52,68,500",Sale of assets in Pa...Sale of assets in Parcels – Immovable Property- Non Agricultural Land,02-04-2025,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1741166443_7540.pdf
Issue of Auction Notice,05-03-2025,HALLMARK LIVING SPACE PRIVATE LIMITED,28-03-2025,Mr. S.Dhanapal,https://ibbi.gov.in/uploads/auction_notice_liquidation/f93ebe099194d6ff9d81bf086ae4c784.pdf,"70,00,00,000","Land and Building si...Land and Building situated in the project namely Emerald Project comprising Building 8,98,137 sq.ft. not fully build up and Land 7.62 acres (approximately) (however UDS to the extent of 6388 Sq.ft. already conveyed through various registered sale deeds to the home buyers by the Corporate Debtor will be excluded from sale) of land situate at Chettipunniyam, GST Road NH45 before the Toll Gate and Chengalpattu, next to the RTO office, it is within walking distance of Paranur Railway Station and right opposite Mahindra World City.",26-03-2025,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1741188792_7541.pdf
Issue of Auction Notice,05-03-2025,Gati Infrastructure Bhasmey Power Private Ltd,11-04-2025,Ms. Medarametla Srinivasa Mano Ranjani,https://ibbi.gov.in/uploads/auction_notice_liquidation/2025-03-05-181223-sy4d0-3f85a97b0671752f5cbbf1383c4a4dab.pdf,"49,00,00,000",Sale as a going conc...Sale as a going concern - Company as a whole,09-04-2025,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1741178543_7542.pdf
Issue of Auction Notice,05-03-2025,Rajmangal Milk & Agro Foods Pvt Ltd,29-03-2025,Mr. Ravi Prakash Ganti,https://ibbi.gov.in/uploads/auction_notice_liquidation/b5ef5c8398dc0b53eb73e1a7ffd7a774.pdf,"1,30,00,000",CD as a going concer...CD as a going concern (excluding land at Venegaon),27-03-2025,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1741181287_7543.pdf
Issue of Auction Notice,05-03-2025,Rajmangal Milk & Agro Foods Pvt Ltd,30-03-2025,Mr. Ravi Prakash Ganti,https://ibbi.gov.in/uploads/auction_notice_liquidation/2025-03-05-190130-zrc8m-b5ef5c8398dc0b53eb73e1a7ffd7a774.pdf,"1,29,00,000",Dairy equipment (pla...Dairy equipment (plant and machinery),28-03-2025,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1741181490_7544.pdf
Addendum,05-03-2025,Salasar EXIM Limited,21-03-2025,Ms. Varsha Bagri,https://ibbi.gov.in/uploads/auction_notice_liquidation/24c69b4471e21187993ddf976c806d9c.pdf,"2,72,50,000","Plant & Machinery, V...Plant & Machinery, Vehicles, Furniture & Fixtures and Land & Building",19-03-2025,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1741191996_7545.pdf
Issue of Auction Notice,04-03-2025,Arambagh Hatcheries LImited,04-04-2025,Mr. Rajiv Kumar Agarwal,https://ibbi.gov.in/uploads/auction_notice_liquidation/11aae11eb6d282e8dc05d12db32da9bb.pdf,"94,37,31,000",Sale of entire Corpo...Sale of entire Corporate Debtor M/s. Arambagh Hatcheries Limited – in Liquidation as a Going Concern,01-04-2025,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1741073222_7530.pdf
